"","class","email"
"3393","ham","Ok thanx..."
"886","ham","Gibbs unsold.mike hussey"
"4504","ham","She told to hr that he want posting in chennai:)because i'm working here:)"
"1845","ham","Da is good good player.why he is unsold."
"2240","ham","Every day i use to sleep after  &lt;#&gt;  so only."
"1224","ham","Rofl betta invest in some  anti aging products"
"3238","ham","Good. No swimsuit allowed :)"
"2508","ham","Yup..."
"5102","ham","Nope thats fine. I might have a nap tho! "
"4301","ham","Are there TA jobs available? Let me know please cos i really need to start working"
"4625","ham","I'm on the bus. Love you"
"2265","ham","Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow"
"3682","ham","Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
"2910","ham","How do you guys go to see movies on your side."
"4371","ham","Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng"
"5127","ham","To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
"4339","ham","Just got outta class gonna go gym."
"1043","ham","Easy ah?sen got selected means its good.."
"4410","ham","You also didnt get na hi hi hi hi hi"
"1295","ham","Aiyah u did ok already lar. E nydc at wheellock?"
"5246","ham","Thank you princess! I want to see your nice juicy booty..."
"3793","ham","Hey are you angry with me. Reply me dr."
"5346","ham","Wat Ì_ doing now?"
"836","ham","Good Morning my Dear........... Have a great &amp; successful day."
"4756","ham","Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams.."
"902","ham","How is it possible to teach you. And where."
"4916","ham","Just dropped em off, omw back now"
"5140","ham","Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face."
"4643","ham","Sorry i din lock my keypad."
"2006","ham","Can't take any major roles in community outreach. You rock mel"
"1406","ham","K..k..any special today?"
"1047","ham","Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
"308","ham","Lol yes. Our friendship is hanging on a thread cause u won't buy stuff."
"4572","ham","Omg how did u know what I ate?"
"5223","ham","5 nights...We nt staying at port step liao...Too ex"
"3957","ham","Where is that one day training:-)"
"4400","ham","Juz go google n search 4 qet..."
"558","ham","I know that my friend already told that."
"2974","ham","I'll text carlos and let you know, hang on"
"483","ham","Watching tv lor..."
"4621","ham","Received, understood n acted upon!"
"3060","ham","K..k...from tomorrow onwards started ah?"
"5257","ham","Well she's in for a big surprise!"
"2797","ham","If I get there before you after your ten billion calls and texts so help me god"
"5496","ham","Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
"2131","ham","Later i guess. I needa do mcat study too."
"2387","ham","No message..no responce..what happend?"
"5462","ham","Ok i thk i got it. Then u wan me 2 come now or wat?"
"807","ham","sure, but make sure he knows we ain't smokin yet"
"989","ham","Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
"883","ham","I love to give massages. I use lots of baby oil... What is your fave position?"
"5162","ham","Lol no. I just need to cash in my nitros. Hurry come on before I crash out!"
"2990","ham","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
"4982","ham","Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous"
"272","ham","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
"342","ham","I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him"
"1445","ham","Those ducking chinchillas"
"769","ham","I cant pick the phone right now. Pls send a message"
"3816","ham","How long does it take to get it."
"1496","ham","Hey gals.. Anyone of u going down to e driving centre tmr?"
"1533","ham","Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th"
"4922","ham","Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
"3405","ham","Jus chillaxin, what up"
"1280","ham","Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?"
"2690","ham","Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
"4611","ham","Wat time Ì_ finish?"
"4690","ham","Ok no prob"
"5477","ham","Yes princess! I want to please you every night. Your wish is my command..."
"2492","ham","Greetings me, ! Consider yourself excused."
"452","ham","Thanks for this hope you had a good day today"
"234","ham","Yes:)here tv is always available in work place.."
"729","ham","Exactly. Anyways how far. Is jide her to study or just visiting"
"4216","ham","Er mw im filled tuth is aight"
"580","ham","Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
"1082","ham","Can u get pic msgs to your phone?"
"2997","ham","Don know..he is watching film in computer.."
"252","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"2987","ham","I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
"4234","ham","Now only i reached home. . . I am very tired now. . I will come tomorro"
"1066","ham","No my mum went 2 dentist."
"2510","ham","U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
"4311","ham","It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance."
"2970","ham","U should make a fb list"
"4017","ham","Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it."
"4815","ham","ÌÏ no home work to do meh... "
"4483","ham","True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it."
"3223","ham","Well that must be a pain to catch"
"2222","ham","I notice you like looking in the shit mirror youre turning into a right freak"
"2526","ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"550","ham","Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time."
"1677","ham","Yeah, that's fine! It's å£6 to get in, is that ok? "
"2962","ham","\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
"215","ham","Sounds great! Are you home now?"
"1370","ham","Did you try making another butt."
"2519","ham","Joy's father is John. Then John is the NAME of Joy's father. Mandan"
"3572","ham","Yup, leaving right now, be back soon"
"5184","ham","Fuuuuck I need to stop sleepin, sup"
"4986","ham","That's y u haf 2 keep me busy..."
"2771","ham","No problem. Talk to you later"
"5283","ham","I have gone into get info bt dont know what to do"
"186","ham","Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?"
"151","ham","The wine is flowing and i'm i have nevering.."
"3599","ham","Then wat r u doing now? Busy wif work?"
"4538","ham","Dare i ask... Any luck with sorting out the car?"
"4388","ham","see you then, we're all christmassy here!"
"3507","ham","Two fundamentals of cool life: \Walk"
"4528","ham","HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx"
"3524","ham","Yeah that'd pretty much be the best case scenario"
"1151","ham","(That said can you text him one more time?)"
"4456","ham","If you want to mapquest it or something look up \usf dogwood drive\"""
"637","ham","Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
"4910","ham","WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE"
"5124","ham","Hi Chikku, send some nice msgs"
"4754","ham","Ok lor... Or u wan me go look 4 u?"
"975","ham","Eh u send wrongly lar..."
"603","ham","Speaking of does he have any cash yet?"
"4915","ham","We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! "
"144","ham","I know you are. Can you pls open the back?"
"2667","ham","* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
"5044","ham","Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
"2096","ham","Probably, want to pick up more?"
"338","ham","Just sleeping..and surfing"
"874","ham","Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap"
"4334","ham","Boo what time u get out? U were supposed to take me shopping today. :("
"2225","ham","I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
"5555","ham","Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash"
"2672","ham","That's cool, I'll come by like  &lt;#&gt; ish"
"5437","ham","Mode men or have you left."
"5066","ham","I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me."
"1550","ham","Dude sux for snake. He got old and raiden got buff"
"1285","ham","But if she.s drinkin i'm ok."
"1806","ham","God bless.get good sleep my dear...i will pray!"
"3891","ham","No problem. We will be spending a lot of quality time together..."
"3268","ham","Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late."
"3752","ham","Why are u up so early?"
"1023","ham","We still on for tonight?"
"5408","ham","Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far..."
"4912","ham","I am on the way to tirupur."
"2331","ham","Long beach lor. Expected... U having dinner now?"
"5300","ham","Well good morning mr . Hows london treatin' ya treacle?"
"976","ham","Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya "
"5392","ham","Watching ajith film ah?"
"2894","ham","K...k...yesterday i was in cbe ."
"2441","ham","Great. I'm in church now, will holla when i get out"
"4251","ham","Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/"
"5205","ham","How come she can get it? Should b quite diff to guess rite..."
"4514","ham","Sure, whenever you show the fuck up &gt;:("
"5216","ham","I keep ten rs in my shelf:) buy two egg."
"2045","ham","I can send you a pic if you like :)"
"3587","ham","Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;)."
"2307","ham","Aight that'll work, thanks"
"5311","ham","yeah, that's what I was thinking"
"1897","ham","I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player."
"2076","ham","Must come later.. I normally bathe him in da afternoon mah.."
"2633","ham","I WILL CAL YOU SIR. In meeting"
"2208","ham","Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday."
"4466","ham","Hey u still at the gym?"
"148","ham","Ummma.will call after check in.our life will begin from qatar so pls pray very hard."
"2599","ham","Okie... Thanx..."
"5299","ham","I.ll hand her my phone to chat wit u"
"4645","ham","Are you planning to come chennai?"
"4172","ham","Sorry, I'll call later"
"4171","ham","Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back"
